time ,cn,text,viwer,numTokens,numLexTokens_valence,avgValence,numLexTokens_arousal,avgArousal,numLexTokens_dominance,avgDominance
"[57:4.760,57:7.935,0]",我看一下，大家都是喜欢想要怎么怎么买啊。,Let me see. Everyone likes to buy whatever they want.,1066,8,2,0.599,2,0.571,2,0.4595
"[57:7.935,57:12.560,0]",我们家做搭配，但是不捆绑消费，按照你们的需求来，你们要什么我就上什么。,"Our family makes matching, but not tied consumption, according to your needs, what you want I will serve.",1063,14,3,0.779,3,0.477666667,3,0.658666667
"[57:12.660,57:20.610,0]",这一件的话，更轻薄一点，这件小朋友穿在身上，我觉得更像羽绒服里面内搭这个是轻薄，比这个棉的填充会少一点。,This one is a little lighter. I think it's more like a down jacket for a child. It's lighter and lighter inside than this cotton.,1080,20,7,0.558285714,7,0.321285714,7,0.395
"[57:20.710,57:26.710,0]",裤子有加绒不加绒的，所以大家待会儿南北两地去选的时候要看清楚了啊，不要买错了。,"The trousers are fleece or unfleece, so when you go to the north and south, you should look carefully and don't buy wrong.",1073,19,7,0.630714286,7,0.398285714,7,0.498285714
"[57:26.710,57:35.510,0]",这个衣服的话，今天这3件都上了吧，这3件每一件你都帮我设置一波优惠，今天给到大家这3件，喜欢哪一件买都划算。,"As for this dress, today these 3 pieces are on it, each of these 3 pieces you help me set a wave of discount, today to give everyone these 3 pieces, which you like to buy a good deal.",1097,31,9,0.734,9,0.432444444,9,0.488444444
"[57:35.680,57:42.755,0]",但是，我就一个小请求，不能叠穿啊，宝贝，左上角免费关注点一下哦，关注是免费，不用花钱的。,"But, I just have a small request, can not fold ah, baby, top left corner free focus Oh, attention is free, free of charge.",1088,17,11,0.643818182,11,0.401181818,11,0.480727273
"[57:42.755,57:48.530,0]",我们家这个账号是新号，就这个新号的话，我想要积累一波10万的信任粉。,"This is our new account number. With this new account, I want to accumulate a wave of 100,000 trust followers.",1077,16,7,0.731285714,7,0.506142857,7,0.581714286
"[57:48.680,57:49.705,0]",什么是信任粉？,What is Trust powder?,1101,3,1,0.888,1,0.547,1,0.741
"[57:49.705,58:3.355,0]",就是呃，来我家喜欢我家风格的，想买衣服的第一次想体验的好吧，这个关注是免费不用花钱的，但是点关注我可以给你省钱，这个先给你们说好了，这个衣服的话，今天这样吧，既然大家都喜欢的话，也这么这么热情。,"Is uh, come to my home like my style, want to buy clothes for the first time want to experience well, this attention is free of cost, but I can give you money, this first to you say, this clothes, so today, since everyone likes it, so enthusiastic.",1112,38,15,0.718466667,15,0.461733333,15,0.608866667
"[58:3.355,58:11.980,0]",你刚刚做的是30券吧，是的是我自家粉丝的，今天把券升级了，直接改到50块钱没问题，领到券幺零九九十九都不开。,"What you just did is 30 tickets, yes, it is my own fans, today I upgraded the ticket, directly changed to 50 yuan no problem, received the ticket is not open.",1139,23,5,0.6954,5,0.3808,5,0.51
"[58:12.030,58:14.330,0]",最后一波帮我看一下申请到多少张。,This is the last wave. Help me see how many applications I get.,1152,11,2,0.654,2,0.37,2,0.386
"[58:14.430,58:16.705,1]",这波这波申请到了80张。,There are 80 applications in this wave.,1151,5,0,,0,,0,
"[58:16.705,58:20.105,0]",80枪券来直接发呃，直接放你们领一下券。,"80 gun tickets to hand out Uh, just let you get your tickets.",1153,10,4,0.464,4,0.55025,4,0.53025
"[58:20.105,58:26.755,1]",我就带你们上车发券倒计时呜4321左上角先点关注再领券，立券可以优惠。,"I will take you to the car to issue the ticket countdown ring 4321 in the upper left corner of the first to follow and then get the ticket, vouchers can be discounted.",1166,30,15,0.618333333,15,0.480533333,15,0.532
"[58:26.755,58:32.930,1]",秋季新玩立减50元，只有80张券，所以大家一定要抓紧时间拼手速拼网速。,"Fall new games will be reduced by 50 yuan, only 80 tickets, so everyone must seize the time to fight for speed.",1166,17,9,0.543333333,9,0.482444444,9,0.536444444
"[58:32.930,58:35.630,0]",先到先得点关注再。,"A: First come, first served.",1156,2,2,0.625,2,0.5,2,0.788
"[58:35.700,58:41.450,0]",领券点关注，领到券实打实这50块钱，我们给你出了好不好啊？,"Get the ticket point attention, get the ticket actually this 50 yuan, we give you out OK?",1156,13,6,0.681333333,6,0.416833333,6,0.522166667
"[58:41.450,58:44.600,0]",你们喜欢小宝贝们先点关注再领券啊。,You like little babies to pay attention before you get tickets.,1161,10,5,0.6196,5,0.4588,5,0.5384
"[58:44.600,58:48.800,0]",领了去优惠券去下单的才是我半价基础上再减50的优惠。,The only people who take the coupon to order are the ones who get 50 percent off my half-price discount.,1161,17,6,0.687666667,6,0.412666667,6,0.517666667
"[58:48.900,59:1.300,0]",然后这两件也帮我改了，这两件价格也改了，这两件的价格直接帮我优惠，也是半价开了吧，两位数给大家开买哪一件今天都划算，但唯一缺点就是单量不多，80单你们要什么尺码？,"Then these two pieces also helped me change, the price of these two pieces also changed, the price of these two pieces directly help me discount, it is also half price, double figures for everyone to buy any piece today is cost-effective, but the only drawback is that the order is not large, 80 order what size do you want?",1193,52,17,0.611823529,17,0.369941176,17,0.500647059
"[59:1.350,59:3.200,0]",公屏上留什么尺码？,What size should I leave on the public screen?,1213,8,3,0.499333333,3,0.387,3,0.509333333
"[59:3.400,59:12.450,0]",后台这边根据大家公屏上留的尺码，就80单一对一精准加单好吧，哪个尺码要的多，哪个尺码就给大家多开多加多上。,"The backstage side according to the size left on the public screen, 80 single one to one precise single, okay, which size wants more, which size will give you more.",1204,24,12,0.552833333,12,0.352166667,12,0.510833333
"[59:12.600,59:24.450,0]",我手上拿的是100码，我们家是90~150的国标尺码，正码正拍要90，留90要100留100，卡码95，买一百一百，超过32斤买110就行了。,"My hand is 100 yards, our home is 90~150 national standard size, positive size is 90, stay 90 to 100, card code 95, buy 100, over 32 catties to buy 110 on the line.",1209,22,11,0.683363636,11,0.393454545,11,0.576181818
"[59:24.600,59:30.750,0]",呃，如果不知道怎么去拍身高体重，报给我，我尽量给大家都回复到，让你们买到合适的啊。,"Well, if you don't know how to take the height and weight, report it to me and I will try to reply to everyone so that you can buy the right one.",1210,28,10,0.709,10,0.468,10,0.5938
"[59:30.800,59:35.650,0]",然后，那个怎么不做170，成本太大了，做不了亲子的哈。,"Then, why not do 170, the cost is too big, can not do the family.",1197,11,4,0.59175,4,0.469,4,0.49125
"[59:35.720,59:41.620,0]",宝贝，男生女生都能去穿，好好看70斤去买个150，后台帮我看一下哪个尺码要的多一点。,"Baby, boys and girls can go to wear, good look 70 pounds to buy a 150, backstage to help me see which size want more.",1220,20,9,0.678888889,9,0.453888889,9,0.510888889
"[59:41.620,59:42.195,0]",这波啊。,A: This wave.,1235,1,0,,0,,0,
"[59:42.195,59:43.795,1]",这波110要的多一点。,We'll need a little more for this 110.,1226,6,2,0.4475,2,0.367,2,0.2065
"[59:43.795,59:46.020,0]",110多的多多呃，110是吗？,"A lot more than 110. Uh, 110?",1232,4,1,0.531,1,0.215,1,0.37
"[59:46.020,59:52.920,0]",对，90斤穿不了呃，那个110多的话，110给我多开多加多上，其他要的不多，不加那么多了。,"B: Yes, 90 catties can not wear, uh, that 110 more, 110 give me more more, other need not much, not so much.",1232,12,4,0.5985,4,0.3775,4,0.35325
"[59:52.920,60:5.020,0]",来吧，先开一波，今天要买两件的宝贝，我就不限你单了啊，家里面两个宝贝的分开两次领券，第二次领到券我再给你减50两件累计减的会更划算的。,"Come on, let's start a wave. If you want to buy two pieces of baby today, I won't limit you to single ah, the two babies in the house will be separated twice, the second time I get the coupon and then I will give you 50. The cumulative reduction will be more cost-effective.",1232,45,21,0.615428571,21,0.363857143,21,0.519619048
"[60:5.020,60:15.820,0]",所以你们检查好了券都领到手了，公屏上打个零证明一下，我发了你领了，咱们都没有什么问题的，直接给你们去开了3个宝贝，那你手速可要快了哈。,"So you check the coupon have received the hand, the public screen hit a zero to prove it, I sent you to get, we have no problems, directly to you to open 3 babies, then your hand speed can be fast ha.",1218,35,15,0.628466667,15,0.464666667,15,0.564466667
"[60:15.920,60:20.220,0]",这个衣服的话，我们格子放一号，纯色放2号，裤子放3号。,"For this dress, we'll put plaid size one, solid color size two, and pants size three.",1204,11,8,0.589875,8,0.33,8,0.5165
"[60:20.270,60:24.895,0]",今天呢，就给大家直接开100单吧，呃，这100单全部给大家放首批。,"Today, I'll just give you 100 orders. Uh, the first batch of all 100 orders.",1206,8,3,0.645,3,0.401,3,0.548333333
"[60:24.895,60:28.095,0]",然后，喜欢的宝贝们先把名额占到手，先到先得。,"Then, the favorite baby gets the spot first, first come, first served.",1209,8,5,0.6964,5,0.427,5,0.6116
"[60:28.095,60:32.945,0]",最后一波买完，直接恢复到正常售卖价格来准备一下加单倒计时。,"After the last purchase, return directly to the normal selling price to prepare for the countdown.",1203,14,5,0.6448,5,0.3912,5,0.5366
"[60:32.945,60:35.670,1]",543211号链接一共就80。,Link number 543211 makes a total of 80.,1215,6,3,0.534666667,3,0.260333333,3,0.558666667
"[60:35.740,60:44.290,1]",三一号链接格子，2号链接橙色，3号链接裤子，成套搭配，美丽加倍，名额有限，错过要拍大腿，错过要后悔一整天。,"Three No. 1 link grid, No. 2 link orange, No. 3 link pants, complete sets of matching, beautiful double, limited places, miss to clap thighs, miss to regret all day.",1215,16,11,0.540272727,11,0.422909091,11,0.487545455
"[60:44.340,60:51.890,1]",左上角的大额优惠券，建议不然里别贵，所以姐妹们赶紧刷新去抢，刷新去拍，先到先得。,"The large coupons in the upper left corner, it is recommended not to be expensive, so the sisters hurriedly refresh to grab, refresh to shoot, first come first served.",1203,24,9,0.631666667,9,0.472555556,9,0.670111111
"[60:52.090,60:52.940,0]",嗯，是的。,"B: Well, yes.",1188,0,0,,0,,0,
"[60:53.040,61:17.740,0]",呃，然后这个衣服的话，给大家放一号了，你们喜欢的宝贝可以直接去入手，这个给大家做到的不是羽绒，它是棉服的啊，宝贝儿，它是棉服的，但是大家一定要记得点关注，再领券去下单的衣服给大家今天129不需要70来块钱，给你们去感受一下棉服，而且秋冬春三个季节两年当外套当内搭都可以去穿的啊，所以你们一定要领了券再下单。,"Well, then this clothes, put a number one for you, you like the baby can go directly to start, this for you to do is not down, it is cotton-padded ah, baby, it is cotton-padded, but we must remember to pay attention to, and then get the coupon to order clothes for you today 129 do not need 70 dollars, give you to feel the cotton-padded clothes, And the autumn winter and spring three seasons when the coat when the inside can go to wear ah, so you must get the coupon and then order.",1194,78,34,0.652617647,34,0.396323529,34,0.487794118
"[61:17.740,61:28.990,0]",今天两位数带带你们体验一下啊，因为我们家这个号也是新号来的，我我把品质先做好了，先让你们第一次来的宝贝花小钱体验高货，先有一个好的体验感。,"Today, double digits to take you to experience ah, because our home this number is also a new number, I put the quality first, first let your first baby to spend a little money to experience high goods, first have a good sense of experience.",1196,39,21,0.712,21,0.44847619,21,0.595095238
"[61:28.990,61:35.540,0]",你收到货是可以货比货的，货比货你就知道了，衣服品质，你们如果觉得值线下。,"When you receive the goods, you can compare the goods with the goods. You will know the quality of the clothes, if you think it is worth the line.",1178,25,9,0.762111111,9,0.417333333,9,0.672555556
"[61:35.760,61:40.560,0]",卖的一百八一百九的高货，你再留下不值没关系，直接申请退。,"Sell one hundred and eighty-nine high goods, you leave no matter, directly apply for a refund.",1180,12,7,0.597428571,7,0.402285714,7,0.522714286
"[61:40.760,61:43.035,0]",这个是给大家做的偏厚一点儿。,This one is made on the thick side for everyone.,1169,9,3,0.476666667,3,0.337666667,3,0.453666667
"[61:43.035,61:49.760,0]",这个我觉得它填充的偏薄一点儿，所以你们看吧，南北方两地的宝贝一定要看清楚，有需求再下单啊。,"This I think it fills a little thin, so you see, the north and south of the baby must see clearly, there is a need to order ah.",1121,24,9,0.603777778,9,0.330333333,9,0.436888889
"[61:49.760,62:0.010,0]",但是这两件它都是可以单穿在15°以上，呃，如果到15°以下，你们要0°左右去穿外面肯定是要加羽绒服加一些大衣去穿的对吧？,"But these two pieces of it can be worn alone above 15 degrees, uh, if it is below 15 degrees, you want to wear around 0 degrees outside must be to add down jackets and some coats to wear, right?",1102,32,11,0.502909091,11,0.354818182,11,0.407545455
"[62:0.010,62:6.360,0]",然后这个衣服的话呢，给到你们今天在我家直播间买到的宝贝们，全部是首批最后一波。,"And this dress, for all the babies you bought in my studio today, is the first and last wave.",1079,16,2,0.651,2,0.3825,2,0.704
