realtime,time,text,cn,Start Time (Decimal Minutes),Sentiment Score (-10 to 10),sentiment intensive,arousal_score,Chinese Char Count,Duration (Seconds),Words per Minute,viwer,
29.78,"[27:14.910,27:24.210,0]","Yes, and then all the brims are made for you. Even if the hat is exposed, when others look at it, this workmanship will look very expensive. Very expensive things, ah, not cheap.",对，然后这里全部给你做了包边，来包边包条的，就算帽子露到外面，别人看了以后，这个做工一看就很贵的，很贵的东西，哎，不廉价。,27.25,-5,5,6,52,9.3,335.483871,1280,
29.94,"[27:24.410,27:29.435,0]","And then my black inside is dark grey, well, dark grey velvet inside is also hemmed.",然后我的黑色里面装的是深灰，嗯，深灰色的绒里面也做了包边。,27.41,-1.133333333,1.133333333,1,26,5.025,310.4477612,1293,
30.02,"[27:29.435,27:31.560,1]","Look at it this way to give it more structure, because it's very heavy.",看这样会更加有层次感，因为很沉。,27.49,1.2,1.2,3,14,2.125,395.2941176,1299,
30.06,"[27:31.560,27:34.285,0]","Since I can't wear my clothes every day, should I occasionally wear them open?",因为我不可能天天拉着衣服穿的，我偶尔是不是也要敞开穿？,27.53,0,0,1,25,2.725,550.4587156,1299,
30.1,"[27:34.285,27:37.460,0]","Open When you open, the work inside can be seen by others.",敞开你敞开的时候，里面的做工就能被别人看到。,27.57,0,0,1,20,3.175,377.9527559,1271,
30.15,"[27:37.460,27:46.285,0]","Well, if there is no hem inside and it is all thread and so on, it is very embarrassing, it is very cheap. You see, I wear this right, it is a large size, black is a large size, and after wearing it, my hand sleeve will be very long.",嗯，那如果里面不包边，全是线头什么的，很尴尬，就很廉价呀，是你看我这个穿对，这是大码，黑色是大码，穿完以后手袖长很长哦。,27.62,1.718027211,1.718027211,2,51,8.825,346.7422096,1271,
30.3,"[27:46.285,27:50.310,1]","How about the cara-velvet one? Just clap it. Baby, I don't think I can talk about it today.",那个卡拉绒的呢，直接拍就可以了哦，宝贝今天的话呢，应该是讲不到它了。,27.77,0,0,2,30,4.025,447.2049689,1271,
30.38,"[27:50.810,27:51.560,0]",A: Cashmere?,卡拉绒吗？,27.85,0,0,1,4,0.75,320,1254,
30.39,"[27:51.560,27:55.460,0]","Yes, baby Kara, you can just do it. You can just do it. Ah.",是的，宝宝卡拉绒你直接拍吧，你直接拍吧，啊。,27.86,0,0,1,18,3.9,276.9230769,1254,
30.45,"[27:55.460,27:56.185,1]",I can't shoot.,不能拍了。,27.92,0,0,1,4,0.725,331.0344828,1253,
30.47,"[27:56.185,27:58.410,1]","If the price of a day is the price of explanation, it is already the price of explanation.",天的价格的话呢，已经就是讲解的价了。,27.94,0,0,2,16,2.225,431.4606742,1262,
30.51,"[27:58.510,28:0.710,0]",Take a look at the apricot velvet inside.,来看一下卡拉绒里面是杏色的绒。,27.98,0,0,1,14,2.2,381.8181818,1262,
30.54,"[28:0.880,28:3.580,1]","Apricot velvet, not it. Apricot velvet inside the cream orange.",杏色的绒，不是它奶橘色里面是杏色的绒。,28.01,0,0,1,17,2.7,377.7777778,1262,
30.6,"[28:4.480,28:5.430,0]",I don't know what he said.,我不知道他说啥。,28.07,0,0,2,7,0.95,442.1052632,1263,
30.63,"[28:5.730,28:7.480,1]",The inside of the bear is apricot velvet.,卡拉熊里面是杏色的绒。,28.1,0,0,1,10,1.75,342.8571429,1262,
30.67,"[28:8.680,28:11.480,0]","Gluttonous skinny man, I'm sorry. You just shoot.",贪吃的瘦子，不好意思，你直接拍吧。,28.14,-5,5,6,14,2.8,300,1240,
30.72,"[28:11.480,28:12.730,0]","Ah, that, that's hard to tell.",啊，那个，那个讲不了了。,28.19,-2.916666667,2.916666667,3,9,1.25,432,1240,
30.74,"[28:12.730,28:15.055,1]","After today's offer, there is no further offer.",说过了今天的一个上级价，后面也没有了。,28.21,0,0,1,17,2.325,438.7096774,1240,
30.78,"[28:15.055,28:15.430,1]",Ehhhhh.,呃。,28.25,0,0,2,1,0.375,160,1230,
30.79,"[28:15.480,28:20.180,0]",The present price is only four dollars more than the price yesterday.,现在的这个价格就比那个就比昨天的价格加了4块钱而已。,28.26,1.666666667,1.666666667,4,24,4.7,306.3829787,1240,
30.87,"[28:20.180,28:28.830,0]","Is for the height of 160105 catties, buy S code, that baby wardrobe buy S code is enough, you don't need to buy big clothes must be the size of the shoot.",是对身高160105斤，买S码，那个宝贝衣橱买S码就够了，你不需要买大这个衣服一定要正码正拍。,28.34,0,0,1,35,8.65,242.7745665,1230,
31.01,"[28:28.880,28:34.705,0]","I'm telling you, girls are full size, if it's a guy, you can shoot a bigger size, because I think guys can wear a little more loose.",我跟你说，女生正码正拍，如果是男生，你可以拍大一个码数，可以因为我觉得男生可以穿的再松垮一点。,28.48,1.171153846,1.171153846,1,42,5.825,432.6180258,1230,
31.11,"[28:34.705,28:39.255,1]",Then its fragrant texture will match those grey-free pants you just bought.,然后它的香质感就搭配你们刚刚买的那条不沾灰的裤子就可以了。,28.58,0,0,1,28,4.55,369.2307692,1192,
31.18,"[28:39.255,28:40.430,1]",Every color works.,每个颜色都能搭。,28.65,0,0,1,7,1.175,357.4468085,1192,
31.2,"[28:40.480,28:50.730,0]","You see me wearing a whole set like this, yes, it is cool and good-looking and good-looking flying grain pet ah, ah, grain pet to help you look, as if you help me to see if there is a good one.",你看我这样穿一整套，对，就酷酷的好看好看的飞起五谷萌宠呀，哎，五谷萌宠帮你看看，好像你帮我看一下有没有那个好的。,28.67,4.166666667,4.166666667,6,50,10.25,292.6829268,1192,
31.38,"[28:50.730,28:56.455,1]","Have you No. 1 link, hurry to shoot, because No. 1 link price last 10 long Johns no longer, seconds later, the price is over.",还有没有你们一号链接，赶紧去拍，因为一号链接价格最后10秋衣秋裤没有了，秒之后呢，价格就结束了。,28.85,-0.166666667,0.166666667,1,41,5.725,429.6943231,1183,
31.47,"[28:56.455,29:0.730,0]","Long Johns That you haven't arranged today, you can go straight to the window.",秋衣秋裤今天没有安排的那个，你你你可直接去橱窗里。,28.94,0.75,0.75,2,23,4.275,322.8070175,1184,
31.54,"[29:0.800,29:2.100,0]",Just take a picture. You can watch it.,拍就行，可以来看。,29.01,0,0,1,7,1.3,323.0769231,1192,
31.57,"[29:2.100,29:2.700,1]",How about this?,要不这样子吧。,29.04,0,0,2,6,0.6,600,1186,
31.58,"[29:2.700,29:9.350,1]","First put your S-size did not take a wave, and then he, the cute pet, to arrange for everyone, is the cute pet price today.",先把你S码的没有搭开一波，然后他呢，萌宠的话呢，给大家安排一下，是对萌宠今天还有价格。,29.05,4.166666667,4.166666667,6,37,6.65,333.8345865,1186,
31.7,"[29:10.000,29:13.775,0]","Oh, oh, oh, did the kid take the clothes, too?",哎哟，哎哟，那个那个衣服小朋友也拿走了吗？,29.17,0,0,2,18,3.775,286.0927152,1162,
31.76,"[29:13.775,29:14.350,0]",Mm-hm.,嗯嗯。,29.23,0,0,1,2,0.575,208.6956522,1162,
31.77,"[29:14.450,29:15.850,1]",Don't you have that hardshell suit?,没有那套冲锋衣吗？,29.24,0,0,1,8,1.4,342.8571429,1162,
31.79,"[29:15.850,29:16.650,1]","Ah, no, no.",啊，没有没有。,29.26,0,0,2,5,0.8,375,1162,
31.81,"[29:16.750,29:27.150,0]","Children did not take it for a while ah, a while is still to talk about ah, otherwise miss really is no yes, come, I last bottom white hat, what color?",小朋友没拿走来一会儿啊，一会儿是还是要讲一讲啊，要不然错过真的是没有是的啊，来，我上个打底白色的帽子，什么颜色？,29.28,-0.333333333,0.333333333,2,50,10.4,288.4615385,1142,
31.98,"[29:27.150,29:29.275,0]","Baby, what color is a white hat?",宝宝什么叫白色帽子什么颜色啊？,29.45,0,0,1,14,2.125,395.2941176,1108,
32.02,"[29:29.275,29:30.300,0]",You're the one with the pants.,你就裤那个哦。,29.49,0,0,1,6,1.025,351.2195122,1108,
32.03,"[29:30.300,29:31.450,1]",The apricot hat?,那个杏色的帽子吗？,29.5,0,0,2,8,1.15,417.3913043,1108,
32.05,"[29:31.450,29:46.700,0]","Here is a little is it inside what oats brown, a little oats and a little brown feeling, powder anyway is very advanced, you see this color is high color, hey you khaki color, is it OK?",这里是有一点就是它里面就什么燕麦棕，有点燕麦又有点棕色的感觉，粉反正是很高级的，你看这个配色就是高其色的，哎你就卡其色吧，是好不好？,29.52,1.029166667,1.029166667,3,60,15.25,236.0655738,1131,
32.31,"[29:46.850,29:48.750,0]","Well, do you have any wires?",嗯，有线线吗？,29.78,0,0,2,5,1.9,157.8947368,1131,
32.34,"[29:48.750,30:0.750,0]","Is that the National Day to wear is there are a few ah, I look good for a while, that that set of starlight oh starlight ah, the first set of starlight what starry pants seem to have a little bit.",就是那个国庆穿有是有几款哎，一会我看好不好，那个那个那一套星光的哦星光啊，第一套星光的那个什么星空裤什么的好像有一点点。,29.81,1.40625,1.40625,2,56,12,280,1133,
32.54,"[30:0.820,30:6.320,1]",I don't know. That's for Mom Chen. I wonder if we can offer that price.,不一定能拍呃，那个他呢是陈妈的专属，不知道我们能不能开那个价格。,30.01,0,0,1,29,5.5,316.3636364,1145,
32.64,"[30:6.420,30:14.395,0]","Well, go ahead, you want to ask, what's the name of the starry pants and the glitter?",那你去哎，你想去问一下呗，那个星空裤跟那个叫什么，那个闪闪的什么啦？,30.11,0,0,1,30,7.975,225.7053292,1148,
32.77,"[30:14.395,30:19.270,1]",Now take a picture. The reason to take a picture is to be right.,现在拍照的拍照的原因是是对对对。,30.24,2.857142857,2.857142857,5,15,4.875,184.6153846,1173,
32.87,"[30:20.270,30:22.070,0]",I do.,是啊。,30.34,0,0,1,2,1.8,66.66666667,1173,
32.91,"[30:22.820,30:25.445,1]",A little scared.,有点害怕害怕哦。,30.38,-1.875,1.875,4,7,2.625,160,1173,
32.95,"[30:25.445,30:27.345,0]",It's okay to be afraid.,害怕没事。,30.42,-0.5,0.5,2,4,1.9,126.3157895,1173,
32.99,"[30:27.345,30:28.445,1]",Let's make the base first.,先把打底搞好吧。,30.46,-2.75,2.75,4,7,1.1,381.8181818,1161,
33,"[30:28.445,30:33.220,0]","Let's finish our work today, and then after the broadcast, shall we discuss it with them?",我们今天啊，我们先把工作完成，然后下了播以后，我们再跟他们慢慢检讨去好不好？,30.47,0,0,1,34,4.775,427.2251309,1178,
33.09,"[30:33.670,30:38.420,0]","Well, I tell you what, start with this first, I'll tell you again, don't say back, back, back, back.",哎呀，我跟你说，首先来手上这个打底，我再跟你说啊，不要说回来回来回来回来。,30.56,0.5,0.5,2,32,4.75,404.2105263,1196,
33.17,"[30:38.520,30:47.020,0]","First of all, let me tell you that if you have bought a repurchase before, I hope you can speak out in the studio and tell everyone whether it is OK.",首先这个打底，我跟你说，你如果之前买过了来回购的，希望你们在直播间里可以说出来告诉大家好不好。,30.64,3.75,3.75,4,43,8.5,303.5294118,1220,
33.31,"[30:47.070,30:58.995,0]","If it is the first time to come to the broadcast room of the baby, you listen to me, we put on the new day, those two days sold more than 40,000 pieces yes, but today every day we have to pull out, can talk about it, sales are still very good, why?",如果是第一次来直播间的宝宝，你听我说，我们这个打底上新的当天，那两天卖了4万多件是，但是到今天每天我们但凡有拎出来，可以讲它的时候，销量依然非常好，为什么？,30.78,4.490909091,4.490909091,5,69,11.925,347.1698113,1220,
33.51,"[30:58.995,31:0.620,0]",Because babies keep coming back.,因为不停的有宝宝来回购。,30.98,0,0,1,11,1.625,406.1538462,1230,
33.54,"[31:0.840,31:8.540,0]","Good to wear real wear, and you don't look at me, because I recommend you more colors, more recommended pieces, you don't think I'm greedy, I tell you, it's really good to wear.",好穿实穿，而且你不要看我，因为我给你推荐的颜色多，推荐的件数多，你不要觉得是我在贪心，是我告诉你，它真的很好穿。,31.01,5.2,5.2,5,49,7.7,381.8181818,1223,
33.67,"[31:8.690,31:12.715,0]","I recommend it to you with all my heart, because I have kept four of them myself. Yes, they are very easy to wear.",我是摸着良心推荐给你，因为我自己都留了四件，是的，它很好穿，很好穿。,31.14,5.633333333,5.633333333,8,29,4.025,432.2981366,1223,
33.74,"[31:12.715,31:13.765,0]",What is this fabric?,这个面料是什么？,31.21,0,0,2,7,1.05,400,1196,
33.76,"[31:13.765,31:24.265,0]","Every time we've ever bought a super skinny, uh, super skinny, a minimalist that you think is easy to wear, and a minimalist, it's all made of it, and it's made of a fabric called mousse cashmere, which, you see, is the fabric I'm not talking about.",我们之前但凡买过超显瘦，嗯，超显瘦的，你觉得好穿的简约派的，还有简约派的，都是它的面料，它的面料叫慕斯羊绒，你看，就是我不说的面料。,31.23,3.666666667,3.666666667,6,57,10.5,325.7142857,1196,
33.93,"[31:24.265,31:30.240,0]","If you look at the stretch, you can tell that it feels comfortable on the body, it's not tied down at all, and the stretch is very, very good.",你光看这个弹力，你就知道它穿在身上那种舒适度完全没有束缚感，弹力非常非常好。,31.4,3.848148148,3.848148148,6,35,5.975,351.4644351,1185,
34.03,"[31:30.240,31:32.665,0]",I can fill it with two or three.,里面装上两两三个，我都没问题。,31.5,0,0,1,13,2.425,321.6494845,1185,
34.07,"[31:32.665,31:34.590,0]",No problem. Call it mousse Cashmere rebound.,没问题，叫慕斯羊绒回弹。,31.54,0,0,1,10,1.925,311.6883117,1201,
34.11,"[31:34.590,31:36.640,0]","You see, I pulled so long, the rebound is not deformed at all.",你看，我拉了那么久，回弹完全不变形。,31.58,-0.5,0.5,1,15,2.05,439.0243902,1201,
34.14,"[31:36.640,31:54.190,0]","No deformation, let you see the small tag, although it is not the real cashmere, but it has the effect of cashmere, ah, there are infrared, red and infrared black technology, it has the warp, heat, can be constant temperature heat storage, and then cotton absorb sweat breathable, there are spandex, spandex is elastic upper body, comfortable to wear.",不变形的，给你看一下小吊牌，它虽然不是真羊绒，但是它有羊绒的效果感，哎，有红外，有红有红外的黑科技，它里面有经纶，发热，可以恒温蓄热，然后又棉吸汗透气，还有氨纶，氨纶是弹力上身，舒适好穿。,31.61,0.261904762,0.261904762,1,80,17.55,273.5042735,1199,
34.43,"[31:54.240,32:0.790,0]","Then, your precious baby ah, always worry about wearing clothes collar is not high, or low, yes, high you feel locked.",然后，你们宝有的宝宝啊，总是担心穿衣服领子要不高了，要不低了，是的，高了你觉得锁。,31.9,1.45,1.45,3,35,6.55,320.610687,1214,
34.54,"[32:0.860,32:6.460,0]","Here, I'll make you a middle collar, lower than a high collar, higher than a round collar.",脖子锁猴低了你就漏风，来，我给你做个中领，比高领低，比圆领高。,32.01,0.525,0.525,2,26,5.6,278.5714286,1201,
